4	1.0
8	0.226098952684
16	0.0798319509887
32	0.021772493032
64	0.0382152330486
128	0.00269950769595
256	0.00941116146776
512	0.00568324077976
1024	0.00349968778213
2048	8.367935598e-06
4096	0.000261073051722
8192	0.000145246326077
16384	0.0003548769004
32768	2.01717051951e-06
65536	0.000289165593466
131072	9.92403771944e-05
262144	5.67555533945e-05
524288	4.77822190426e-06
1048576	4.78160364177e-05
2097152	1.76788661939e-05
4194304	6.06455648267e-06
8388608	6.99302131424e-06
16777216	1.83932107034e-06
33554432	1.14918541017e-06
67108864	2.93524014316e-07
